27323,2021-04-07 13:37:56,se23rex,astrazeneca trombosi sospette niente vaccino agli under 60 la stampa   la mia risposta ,1
27379,2021-04-07 12:15:26,mariaconversano, gli altri vaccini non hanno uniformita di reazioni avverse e sono sempre stati consigliati per tutte le fasce d eta con questo vaccino si arranca dove e finita la ripetizione della fase 3 della sperimentazione che per stessa ammissione della casa farmaceutica andava rifatta gt gt ,1
27396,2021-04-07 11:41:24,dibevr, i vaccini tradizionali sia chiaro che questo non e un vaccino tradizionale informati per favore anziche fare solo il ripetitore di notizie esamina tutte le fonti di informazione se hai il tempo di farlo ,1
27499,2021-04-07 09:19:06,fisco24_info,astrazeneca rasi nesso vaccino trombosi non dimostrabile l ex direttore dell ema in italia i casi sono molto eterogenei tra loro e molto difficile trarre conclusioni ,1
27463,2021-04-07 10:09:16,bncstefano,lo devo ammettere io ho molta fiducia nella scienza ma la gestione dei vaccini astrazeneca mi sta facendo venire piu di un dubbio specialmente pensando al fatto che a stretto giro mia madre sara vaccinata con questo vaccino se il medico e d accordo ,1
27439,2021-04-07 10:41:02,pepkins88,e piu probabile che nell arco della vostra vita veniate colpiti da un fulmine piuttosto che da una trombosi per il vaccino astrazeneca,1
27444,2021-04-07 10:30:38,spacecowboy21, secondo me e anche l europa che lo sta rimandando ovviamente c e un 50 50 di colpe detto cio al netto della russia l europa con i vaccini ha fatto un disastro e trovo vergognoso chiuderci in casa e non comprare ogni vaccino disponibile e in tutti i modi anche da soli ,1
27445,2021-04-07 10:28:47,ilmessaggeroit,astrazeneca ema alle 16 da la nuova valutazione del rischio vaccino eventi rari di trombosi ,1
27455,2021-04-07 10:17:52,calabrianewsit,vaccino pitaro non si dimentichino operatori terziario cassiere commessi vaccini attualita calabria ,1
27910,2021-04-06 14:50:44,toro51071,astrazeneca ema forse c e nesso tra vaccino e casi di trombosi rare ,1
27462,2021-04-07 10:10:46,antonio__l, quando hai un mal di testa un mal di denti o qualsiasi altro dolore e prendi un farmaco stai rischiando effetti indesiderati molto gravi con una percentuale maggiori rispetto alla trombosi del vaccino astrazeneca questa e la statistica ,1
27479,2021-04-07 09:46:37,drogba172381242, az sospeso in diversi paesi ue e canada la correlazione con i casi di trombosi sembra esserci domani l ema decidera se sospenderlo per gli under 30 o addirittura 55 60 che senso ha difendere questo vaccino a spada tratta negando ormai l evidenza ,1
27438,2021-04-07 10:41:55,lelinopink, purtroppo l informazione e forviante se su 28 milioni di dosi inghilterra ci sono state 30 trombosi oltre che a dimostrare il legame vaccino trombosi si deve pensare che sono le percentuali di reazioni avverse gravi di ogni farmaco,1
27905,2021-04-06 14:53:43,ecuadoroggi,questa settimana l ecuador ricevera un milione di dosi di vaccino contro il covid19 secondo quanto comunicato dalla presidenza della repubblica domani arrivera il primo lotto di 300 000 vaccini dell azienda cinese sinovac mentre un secondo di 700 000 approdera sabato ,1
27901,2021-04-06 15:00:49,plasma28468443,tagadala7 tagada a proposito di privilegi sui vaccini e categorie privilegiate cosa dira gomez su la lucarelli che pretendeva il vaccino in quanto giornalista e scanzi che invece il vaccino se lo e proprio fatto che dira che sono tutti del fatto quotidiano ,1
27483,2021-04-07 09:41:32,pezslaugh,sembra rafforzarsi la possibilita di una correlazione fra queste rare trombosi cvst hitt e il vaccino astrazeneca anche se e ancora troppo presto per individuare la causa l ema sta facendo i salti mortali per dare una risposta e molti questo non lo capiscono vaxzevria,1
27486,2021-04-07 09:36:16,msarigu72, l unico problema e la disponibilita dei vaccini da noi si e sempre somministrato il vaccino antinfluenzale senza problemi ,1
27495,2021-04-07 09:22:05,italiaserait,astrazeneca rasi  nesso vaccino trombosi non dimostrabile  ,1
27432,2021-04-07 10:50:35,aureliobianchi1,brutish medical journal rivista scientifica piu prestigiosa al mondo su efficacia dei vaccini da una risposta al plutonio i medici devono avere il vaccino covid 19 ,1
27400,2021-04-07 11:29:39,ales_milan,cioe praticamente e bcone dire guarda questo vaccino e molto utile pero diciamo che se sei sfigato ti viene una bella trombosi e muori pero oh non e detto ma comunque ti puo succedere astrazeneca io passo grazie,1
27924,2021-04-06 14:30:05,startmagnews,francia pronta alla produzione dei vaccini anti covid delpharm produrra dosi pfizer biontech recipharm produrra moderna e sanofi il vaccino di janssen scaccabarozzi farmindustria questi vaccini andranno a tutti i paesi europei ,1
27403,2021-04-07 11:23:49,ladybutterflai, avresti ragione se astrazeneca fosse l unico vaccino per il covid e se i vaccini a mrna dessero lo stesso problema sotto una certa eta a non c e motivo di vaccinare ora b non c e motivo di non scegliere un farmaco che non dia questi eventi ,1
27404,2021-04-07 11:21:38,orcoio,il foglietto illustrativo di astrazeneca ha piu varianti della divina commedia l edizione curata dal petrocchi che ha collazionato centinaia di codici e papiri ema vaccini vaccino vaxzevria,1
27405,2021-04-07 11:18:40,doomboy, il timore sul vaccino az e esagerato non e di dubbia sicurezza l incidenza di casi di trombosi rispetto alle dosi somministrate e insignificante ad oggi di questo dobbiamo diventare piu consci puo essere piu pericolosa un aspirina o un altro farmaco comune ,1
27923,2021-04-06 14:30:35,menegazzimarina, ema e costretta ad ammettere la verita il vaccino astrazeneca e la causa delle trombosi che hanno colpito i vaccinati  ,1
27413,2021-04-07 11:09:22,gianlucacaporas, in tutto cio un articolo della stampa ipotizza che il vaccino j amp j veicolato tramite adenovirus come az possa dare gli stessi problemi in termini di bassissima correlazione con le trombosi,1
27915,2021-04-06 14:40:46,emanugi07, ce ne siamo accorti anche nelle nostre vite private una nostra cara insegna morta dopo 3 gg di agonia per trombosi post vaccino,1
27922,2021-04-06 14:31:50,borghi_tv, l ema collega il vaccino astrazeneca ai casi di trombosi ora possiamo dirlo e chiaro che c e una correlazione col vaccino ma non sappiamo ancora cosa provochi questa reazione dichiara il responsabile vaccini all ema marco cavaleri al messaggero ,1
27425,2021-04-07 10:53:56,simo_florence, guarda oggi pomeriggio alle 4 c e la nuova conferenza stampa dell ema sul vaccino az se puta caso lo restringe come la mettiamo con l affidabilita della scienza da anni avendo un figlio autistico combatto a favore dei vaccini ma cosi ce la rendono veramente difficile ,1
27426,2021-04-07 10:53:38,la_patrizia_, se te lo fanno fare e se tu l hai detto sono allergie che non fanno differenza poi il vaccino che fai e il migliore in circolazione direi che ti fai la ferrari dei vaccini meglio di cosi ,1
27917,2021-04-06 14:37:31,konlazeta,ma non mi dire il fatto quotidiano astrazeneca cavaleri ema c e un nesso tra vaccino e trombosi rare ,1
26834,2021-04-07 20:25:56,r_i_s_p_e_t_t_o,io aggiungo molto piu rischioso guidare sulle nostre strade coronavirus crisanti astrazeneca vaccino tra i piu sicuri trombosi piu pericoloso prendere l a ,1
28752,2021-04-04 16:14:33,andfranchini,genova morte cerebrale per l insegnante 32enne ricoverata per trombosi aveva ricevuto il vaccino astrazeneca ,1
28631,2021-04-04 22:12:05,cami71michele, son donatore organi ma non ci fate troppo affidamento ve li sconsiglio sta scritto sulla nuova carta identita e trovo giusto idem per i novax per snellire le liste di chiamata al vaccino che non si puo sentire corse a fare vaccini avanzati e crea casini novax depennato,1
26300,2021-04-08 12:34:28,quoque_tu_brute, ricerchiamo anche cure valide anziche dedicarci ciecamente solo a vaccini sperimentali dagli effetti sconosciuti non mi interessa chi non si fa il vaccino e gomblottista nessuno muore ok qualcuno muore ma nessunacorrelazione ok ci sono correlazioni ma ne muoiono pochi ,1
26301,2021-04-08 12:34:17,giolombar, ma no prima vaccini gli over 80 con pfizer e moderna le persone 60 79 con az quando questa popolazione e stata vaccinata si vaccinano le altre persone con il vaccino a disposizione le persone giovani si vaccineranno solo dopo che gli over 60 saranno tutti vaccinati,1
26303,2021-04-08 12:30:00,mitomorrow,prendere l aereo potrebbe essere piu pericoloso covid vaccino astrazeneca aereo trombosi ,1
28595,2021-04-05 03:41:24,laura_blixen,5aprile 493 casi di trombosi dopo vaccino astrazeneca nessunacorrelazione vero draghi speranza  bloccate vaccinazioni astrazeneca e acquistate sputnik finitela di fare i servi di biden usa la storia vi giudichera  ,1
26307,2021-04-08 12:25:31,antoniopescape,al momento in italia facciamo circa 2 41 dosi di vaccino al secondo che significa fare circa 208 506 vaccini al giorno a questo rate l italia potrebbe avere il 70 della popolazione 60 46 milioni vaccinata con due dosi in 349 giorni e cioe per il 23 marzo 2022 ,1
26315,2021-04-08 12:13:55,cobra83226441, lo stato ha indetto un concorso per barman allo scopo di shakerare i vaccini il piu bravo lo premieranno col vaccino d oro  ,1
26318,2021-04-08 12:13:21,sporvino1, dipende dal pericolo se si tratta del pericolo di ammalarsi di covid e reale e ho piu di 50 anni il timore e lecito se si tratta del pericolo di eventi avversi dei vaccini mi scappa da ridere non ho paura quando prendo un aspirina figuriamoci di farmi un vaccino ,1
28573,2021-04-05 08:33:22,musco_pina, a mio nipote 18enne chiamato x vaccino perche fragile per tumore al cervello fortunatamente in remissione amici stupidi hanno detto che fortuna che ti vaccini dopo tanto dolore e paura anche l invidia degli altri ,1
28570,2021-04-05 08:33:55,monicapnov, alla pag 25 del nuovo bugiardino del vaccino ora denominato vaxzevria c e un preciso riferimento ai disturbi del sangue non consiglierei vaxzevria a donne under 60 ok agli effetti collaterali ma rischiare trombosi e davvero inaccettabile ,1
26319,2021-04-08 12:11:46,orsi_massimo, dico solo che purtroppo tutti i vaccini sono scarsi vivo in uk 50 della popolazione ha ricevuto il primo vaccino quasi tutti azn numeri crollati riapertura di tutto imminente anche per me i benefici sono maggiori ,1
26320,2021-04-08 12:11:02,limortaccimia_,io gia incazzata perche oggi mio nonno 88 anni doveva fare la seconda dose di vaccino ma viene rimandata perche non ci sono piu vaccini a me questa cosa fa schifo che paese di merda che e l italia ,1
26321,2021-04-08 12:06:25,ronapolitano, si sono scelti vaccini non strategici che non creano immunita di gregge per questioni di brevetto c e dell altro sul lungo termine e poi vero che mutando ogni anno la spike mutera il vaccino e si aprira un nuovo business il vaccino a virus intero inattivato era l unica strada ,1
26326,2021-04-08 12:01:05,sole24ore,il nuovo verdetto ema sul vaccino astrazeneca e i casi di trombosi se ne parla oggi a start il podcast del sole24ore spotify  apple  google  spreaker ,1
28606,2021-04-05 00:08:51,sopin57,gismondo pfizer e moderna sono vaccini a terapia genica rischi a lungo termine fino a 20 anni dal vaccino ,1
26295,2021-04-08 12:40:00,sara80elmi, mi scusi c e un raffronto analogo fra i diversi vaccini disponibili razionalmente son certo eventi rari ma avendo piu alternative di vaccino qualora il rischio risultasse statisticamente diverso per talune categorie fasce d eta non trova ragionevole indirizzarli di conseguenza ,1
26294,2021-04-08 12:41:05,mrskimpole, i rischi di az si misurano con i rischi di altri vaccini non con il virus la questione che e complessa e perche continuare a produrre un vaccino peggiore inoltre az non ha rispettato una consegna ,1
28625,2021-04-04 22:32:52,arisolosamp, muoiono tutti di trombosi dopo il vaccino ma non c e nessuna correlazione  ma chi gli crede  ,1
26255,2021-04-08 13:47:37,doctorgis84,vaccino astrazeneca crisanti e tra i piu sicuri al mondo il rischio di trombosi e molto superiore tra chi prende un aereo alle donne giovani lo consiglierei senza dubbio ,1
26263,2021-04-08 13:33:48,mchianura,dopo 7 mesi il vaccinato ed il non vaccinato saranno nuovamente alla pari studio di moderna biotech produttore del piu efficace e costoso mrna vaccini vaccino vaccinazione vaccinazioni pfizerbiontech pfizer astrazeneca vaxzevria ,1
26267,2021-04-08 13:26:02,82aimar,inviata sky in uk i media locali precisano che i casi di reazioni gravi ai vaccini sono circa 1 su un milione ma magari e soltanto orgoglio nazionale per il loro vaccino niente per noi voler evitare il terrorismo mediatico e proprio un concetto inconcepibile,1
26268,2021-04-08 13:24:30,marycan81, il vaccino deve essere preferibilmente somministrato agli over 60 perche nella fascia 18 60 si sono verificati le rare trombosi e nonostante sia stato approvato e i benefici superino i rischi si vogliono aspettare nuovi dati ,1
26270,2021-04-08 13:20:18,mani72012, no andrea scusami si base sul tipo di vaccino che i c d medici sentinella segnalano al ministero della salute che fa approntare i vaccini ,1
26292,2021-04-08 12:44:31,mb1068,ottimo thread per capire come stanno le cose su vaccino di astrazeneca e rischio trombosi gli esempi sono sui 30 anni di eta per chi come me e sopra ai 50 la decisione e ancora piu ovvia ,1
26277,2021-04-08 13:03:28,carmenvanetti1,in sostanza lo hanno ammesso astrazEURneca puo provocare trombosi dicono che sono casi rarissimi e l hanno anche inserito nel bugiardino di conseguenza non era vero che non c era nessun nesso quelle persone che sono morte sono decedute a causa del vaccino l uno su ringrazia,1
26280,2021-04-08 12:55:22,lucawild2, io vivo a roma e ho prenotato i vaccini per i miei tramite il sito della regione lazio devo dire che sono stati impeccabili ripeto sulla prenotazione c era la data della seconda dose e tutta la documentazione sul vaccino che si andava a fare in questo caso astrazeneca ,1
28624,2021-04-04 22:37:03,pedro69280970,astrazeneca e trombosi pierpaolo sileri a domenica in per chi potremmo vietare il vaccino il tempo ,1
26287,2021-04-08 12:47:04,odinalanemesi,vogliofare anche un vaccino sperimentale ma non il placebo il vaccino proprio senno e inutile ma nonvoglio fare quelvaccinola provo a dirlo cantando no noooo quel vaccin noooooo ma tutti gli aaaltriiii vaccini ancoooorrrrrrrrrrrrr ,1
28615,2021-04-04 23:01:56,gavriloglisic,ma e possibile che un paese come la serbia che di sicuro non rientra tra le principali potenze mondiali sia riuscita a procurarsi talmente tante dosi di vaccino non solo da vaccinare la sua popolazione ma addirittura i cittadini stranieri compreso me vaccini astrazeneka ,1
26288,2021-04-08 12:45:44,auricchioaurora, sicurezza di che io rivendico il diritto di morire come mi piace e certo non per trombosi da vaccino o da depressione da incarceramento,1
26328,2021-04-08 12:00:27,cecilia16484158, consideriamo anche il fatto che questi vaccini consentono comunque il contagio tante mie colleghe positive dopo il vaccino   ,1
26335,2021-04-08 11:50:27,theliecoach,il vaccino astrazeneca a chi ha di 60 anni vaccini astrazeneca,1
26398,2021-04-08 11:01:16,gianniprofondo,comunque ho scoperto che le probabilita di essere uccisi da una mucca sono circa 72 7k volte in piu della probabilita di sviluppare trombosi dal vaccino assunto cosa che per me non e visti i dati che ci sia il nesso voglio sapere in quanti smetteranno di visitare le fattorie,1
28521,2021-04-05 10:46:09,dipietra_ntonio, tra l altro parole del dott galli il vaccino funzionicchia contro la variante inglese e in giappone e stata scoperta la variante e484k denominata eek verso la quale i vaccini sono totalmente inefficaci quindi di che parliamo ,1
26390,2021-04-08 11:06:51,grigiestanze,i vaccini russi e cinesi non servivano infatti oggi e tutto se non ti fai az salta il piano vaccinale mi spiegate perche una persona non possa scegliersi il vaccino sceglierei il vaccino cinese ma magari dovro inocularmi per forza az perche senno biden piange ,1
28517,2021-04-05 10:53:27,lemmevincenzo, diffondere terrore e anche se il vaccino non e obbligatorio minacciano se non ti vaccini non riapriamo tenete chiuso tutto iononmivaccinero questi vaccini provateli su di voi ,1
28515,2021-04-05 10:55:41,claudiocly,ma quando ci fecero a tutti quella puntura sul petto al militare qualcuno ha chiesto cosa c era dentro vaccini vaccino vaccinazioni,1
28533,2021-04-05 10:08:06,marcomassari12, prima di fare il vaccino il medico di famiglia deve consigliare le analisi del sangue per la proteina s libera altrimenti si rischia la trombosi ho 66 anni io mia figlia e mio figlio proteina s libera ereditaria fino ad anno fa non sapevo non possiamo vaccinarci,1
28511,2021-04-05 11:01:56,silviateresa14, bisogna vedere cosa accadra da qui ad un anno sui vaccinati giovani con un vaccino rmna mai utilizzato finora gli effetti sulla fertilita e sullo sviluppo di eventuali malattie autoimmuni peraltro citati nei bugiardini le trombosi sono solo gli effetti immediati ,1
28506,2021-04-05 11:06:05,tonixmulan, facile dire sempre non ce nessuna correlazione con il vaccino invece i paesi serei hanno detto che forse certe correlazioni ci sono e sono ben visibili anche i vaccini uccidono ceto poco ma uccidono persone sane ,1
26405,2021-04-08 10:54:47,massimoschiliro,io mi vaccino per viaggiare molto prendere tanti aerei e rischiare molto la trombosi astrazeneca ,1
26409,2021-04-08 10:51:11,enrigoletto, a parte che mi pare che i morti per az siano leggermente di piu tipo 1 per milione ma ti faccio presente che i morti per covid under40 sono 10 per milione quelli under 30 sono circa 1 per milione il vaccino serve a prevenire il covid ci sono altri vaccini ,1
26415,2021-04-08 10:41:25,rappys1,tutta l italia si sofferma a parlare criticare senza decisioni certe sul vaccino astrazeneca dove il governo con la sua lentezza non riesce a togliersi di dosso i legami europei e prendere decisioni certe come l acquisto di vaccini fuori dall ue essendo l astrazeneca bruciato ,1
26384,2021-04-08 11:11:39,darwincharlesjr, ora che so come capire i sintomi di una possibile trombosi cerebrale addominale o aortica mi sento piu tranquillo dopo il vaccino mi prendo 14gg tanto so abituato a non lavorare in questo periodo e mi controllo tutto il corpo ogni 30 min tanto so casi rari ,1
26378,2021-04-08 11:19:27,danieledann1, astrazeneca circolare alle regioni basso rischio per gli anziani il ministero della salute uso preferenziale over 60 ok per la seconda dose breaking news ultimora vaccino covid19 covid vaxzevria trombosi ,1
28566,2021-04-05 08:52:33,anna302478978, abbiamo il vaccino per la variante bindi ci mancava anche la bindi magari a sostegno dei vaccini killer ma non era ospite di una rsa ,1
28543,2021-04-05 09:36:35,federicodiste20,al sim carabinieri un numero consistente di segnalazioni che vedono colleghi colpiti da effetti collaterali molto simili trombosi crampi agli arti inferiori e dolori muscolari generali in seguito alla somministrazione del vaccino ,1
26349,2021-04-08 11:39:48,augustominzolin, dico che con 600 morti in un giorno in itali non vado appresso ai 30 in due mesi forse dovuti ai vaccini in germania ma vaccino vaccino vaccino come in inghilterra e quando i decessi scendono sotto i cento al di riapro le competenze sono al servizio delle scelte politiche ,1
26351,2021-04-08 11:39:22,sln_magazine,astrazeneca e trombosi in gb under 30 possono scegliere un altro vaccino ,1
28548,2021-04-05 09:26:56,vismarasole, titoloni e trombosi a parte az non copre almeno una variante sebbene al momento prevalga l adagio piuttosto che niente e meglio piuttosto io per i miei cari piu fragili mi auguro che ricevano un altro vaccino ,1
26358,2021-04-08 11:31:12,babitabby,e basta di fare il confronto con i medicinali aspirina amp c la prendo se sto male il vaccino me lo devo somministrare da sano fate almeno un confronto con gli altri vaccini magari ugualmente autorizzati in emergenza sanitaria siate seri una volta tanto lariachetirala7,1
26362,2021-04-08 11:30:16,mauroarcobaleno,se cominci a titolare sull aspirina e citi dati sui suoi effetti collaterali in capo a 3 gg nessuno la prende piu se abbiamo media da vomito sapete di chi e la colpa non esiste un vaccino o una medicina senza effetti collaterali ma senza medicine o vaccini saremmo gia morti,1
26376,2021-04-08 11:21:30,marcofumetti, le dosi sono tante milioni di milioni  ha canticchiato il generale figliuolo mentre le regioni annullavano gli appuntamenti agli anziani per mancanza di vaccini   _____ vaccinazioni vaccinocovid vaccini vaccino pandemia,1
28540,2021-04-05 09:42:34,gianluc54410558, morta di trombosi ma dopo quasi due settimane dal vaccino non ti pare che la correlazione sua remota siamo sempre alla casistica della normalita uno su un milione chi prende il virus ha una possibilita su cento di morire ,1
26365,2021-04-08 11:28:46,happy4trigger, il caso trombosi e roba da comitato etico visto che la probabilita di morire per vaccino per le giovani donne potrebbe essere piu alta di quella di morire di covid ,1
26367,2021-04-08 11:25:52,cinziaemanuelli, no anche a me come dire se ogni tanto muore una giovane donna per il vaccino pazienza se fossero gli uomini a rischiare secondo te la prenderebbero con tanta filosofia abbiamo altri vaccini e un problema usarli sotto i 60 anni ,1
26371,2021-04-08 11:24:43,ghigo_07, scontate le sue parole da domani astrazeneca alla fascia 60 79 ma solo se accompagnato dai genitori covid19 vaccino vaccini,1
26375,2021-04-08 11:22:28,drogba172381242, studiare la relazione tra trombosi e az e doveroso se si vogliono vaccinare gli under 50 in particolare 20 30enni che il covid lo fanno in forma asintomatica allora si puo usare un altro vaccino non capisco perche essere dei fanatici di az,1
28537,2021-04-05 10:01:46,il_cupo,astrazeneca morta la professoressa di 32 anni di genova trombosi dopo il vaccino conferma inquietante chi e a rischio ,1
28634,2021-04-04 22:07:11,calendaschese,due morti per trombosi in francia dopo la somministrazione del vaccino astrazeneca ,1
26820,2021-04-07 20:35:04,giovannifanfoni, aspetta ema non esclude il rischio di trombosi per quanto molto basso entro 2 settimane dal vaccino astrazeneca ma non individua specifici fattori di rischio specific risk factors e quindi raccomanda di chiamare il medico al cospetto di certi sintomi ,1
26252,2021-04-08 13:53:32,qn_lanazione,il vaccino astrazeneca e i sintomi da non sottovalutare il documento dell oms dopo i rari casi di trombosi ,1
28717,2021-04-04 18:13:44,giovann58134961, l olanda sospende la somministrazione del vaccino spa amp co fed imf ecb nwo astra coagulo zeneca e come giocare alla roulette russa con la propria vita ,1
28716,2021-04-04 18:23:05,nessunav,covid pure l olanda blocca il vaccino di scimmia promosso da speranza perche costruito nel lazio di zingaretti  ,1
26085,2021-04-08 18:33:28,aledeniz, ad oggi il piu grave problema del vaccino di astrazeneca e che lo vendono a prezzo di costo non hanno incentivi a difendere il prodotto dall altra parte moderna e pfizer fanno miliardi a palate ed hanno miliardi di incentivi per difendere i loro vaccini etc etc ,1
28715,2021-04-04 18:27:46,cinzia_palmacci,covid pure l olanda blocca il vaccino di scimmia promosso da speranza perche costruito nel lazio di zingaretti  ,1
26090,2021-04-08 18:18:13,peterpatti, ma non e il vaccino che fa venire le trombosi ,1
28709,2021-04-04 18:37:46,giovannicalcara,quindi il vaccino non protegge dalla variante inglese e uno rischiererebbe la vita dal momento che esiste una minima percentuale di contrarre trombosi per cosa qualcuno saprebbe rispondere veterinari a parte,1
26096,2021-04-08 18:05:19,antonio04388632,la sperimentazione dei vaccini la stanno facendo ora addosso alla gente visto che non c e stato tempo di farlo prima poiche si doveva dare a tutti i costi un vaccino poi come va non fa nulla,1
28702,2021-04-04 18:49:49,izzoedo, guardi i decessi degli over 70 in cile ovvero le persone che hanno avuto effettivamente accesso al vaccino i numeri vanno studiati il lockdown e un male necessario quando mancano i vaccini ma le responsabilita di chi e stato incapace nelle trattative e evidente si chiama ue ,1
26102,2021-04-08 17:49:33,mariello1982, come funziona a ottobre era il vaccino pomezia oxford oggi e il vaccino anglo svedese eppoi per me il caso reithera e uno dei piu grossi sprechi degli ultimi anni vedere sanofi che produce pfizer dopo aver visto candidati vaccini migliori ha smesso di produrre il proprio,1
26103,2021-04-08 17:49:11,krisksb, domanda a crisanti se una donna sotto i 30 40 anni in salute e nn obesa con rischio trombosi cerebrale x astracacca rischia la vita 1 100mila con vaccino o ammalandosi di covid 19 ,1
26107,2021-04-08 17:32:59,eliolannutti,astrazeneca l ematologo le trombosi causate da covid sono piu frequenti e molto piu gravi quelle associabili al vaccino sono eventi molto rari ,1
28689,2021-04-04 19:36:21,pedro69280970,genova e morta l insegnante 32enne ricoverata per trombosi aveva ricevuto il vaccino astrazeneca ,1
26114,2021-04-08 17:23:46,silviapetrone7, prima le scuole aperte e chiuse poi le attivita aperte e chiuse poi si esce non si esce poi si fa il vaccino o no per le trombosi anzi vi obblighiamo  ci state prendendo in giro bastaaaaa,1
28688,2021-04-04 19:39:15,giovann58134961,evitate in modo assoluto i vaccini occidentali spa amp co e quelli a procedura rna  usate questi vaccini a virus inattivato vaccino sinovac vaccino sinopharm china national biotec group co wuhan institute of biological products vaccini proteici vaccino novavax,1
26084,2021-04-08 18:35:30,qn_giorno,astrazeneca e trombosi  ecco come funziona la cura agli effetticollaterali del vaccino  ,1
26083,2021-04-08 18:36:38,emanugi07, trombosi venosa profonda cerebrale ma si puo morire cosi da sani si una cara insegnante che conoscevo e proprio morta cosi in 72 ore di agonia post vaccino era sana ,1
28721,2021-04-04 18:02:20,serenamia5,fermatevi genova e morta l insegnante 32enne ricoverata per trombosi aveva ricevuto il vaccino astrazeneca ,1
26058,2021-04-08 19:15:24,negromanten1,cos e il vaccino di putin ha radioattivo ueeee coglioni state tranquilli che ce li manda biden i vaccini lo stesso che sta bombardando la siria,1
28750,2021-04-04 16:18:11,lara93, io spero che mi rifacciano una seconda dose di astrazeneca e non un altro vaccino a caso visto che ancora non ci sono studi seri sulla combinazione di due vaccini ,1
26059,2021-04-08 19:13:57,pellegriniluisa, conosco benissimo la farmaceutica per averci lavorato una vita quello che mi fa giudicare astrazeneca vaccino di serie b non e tanto la trombosi quanto l intera storia del vaccino a partire dai casini durante la sperimentazione per finire con il ridicolo cambio di nome ,1
28744,2021-04-04 16:42:03,mario28494809, on sileri cosa centra l eta in tutto questo mi faccia capire se il vaccino provoca le trombosi ed emorragie che c entra l eta l unica correlazione e che mentre per i giovani i decessi non possono essere coperti con scuse varie quali complicazione per gli anziani si ,1
26063,2021-04-08 19:07:21,pellegriniluisa, non ho parlato di tipo di vaccini perche il quel senso non ho trovato notizie esaustive ma e comunque uno schifo mia madre 90enne avra il vaccino pfizer solo domani 9 aprile comunque se pfizer lo hanno dato a pochi ultraottantenni vaccinati a qualcuno lo avranno pur dato ,1
28743,2021-04-04 16:44:39,massimo75829469, discussioni faziosissime su pro e contro vaccino se alcuni ardimentosi uomini di scienza non avessero inventato i piu svariati vaccini ci troveremmo in un universo mezzo popolato da storpi loro malgrado ,1
26066,2021-04-08 19:00:34,sole24ore,il nuovo verdetto ema sul vaccino astrazeneca e i casi di trombosi se ne parla oggi a start il podcast del sole24ore spotify  apple  google  spreaker ,1
26079,2021-04-08 18:40:30,chris_feds,1 caso di trombosi ogni 2 milioni e mezzo di somministrazioni non sara quello in foto il problema di astrazeneca vaccini vaccinoanticovid 8aprile speranza draghi vaccino ,1
28738,2021-04-04 17:03:13,lbasemi,genova e morta l insegnante 32enne ricoverata per trombosi  aveva ricevuto il vaccino astrazeneca  ,1
28727,2021-04-04 17:46:46,morrigan_70,astrazeneca vaccino si limita agli over 60 e si parla della trombosi di una 32enne qualcuno deve conciliare gli emisferi del cervello lo sospendete diventa un vaccino infantile quante trombosi ancora io sono pro vax ma non siamo fessi decidetevi ,1
28726,2021-04-04 17:50:48,freedom03661447,in uk il numero di donne che perdono il loro bambino dopo aver ricevuto il vaccino covid e aumentato del 366 in sole sei settimane in uk il numeri di aborti a seguito inoculazioni di vaccini pfizer o astrazeneca e drammaticamente aumentato in sole sei settimane ,1
28725,2021-04-04 17:51:48,alinadoimo,scusate ma perche ve la prendete cosi tanto contro i novax perche voler obbligare il vaccino a tutti siete davvero poco furbi piu ce ne sono di novax meglio e per voi cosi i vaccini ve li fate tutti voi diventati immuni a tutto e non dovete piu temere alcuna malattia ,1
26073,2021-04-08 18:49:59,ghidofficial,e 100 volte piu facile prendere la trombosi sull aereo che col vaccino sono stufo che si metta in ballo la salvaguardia delle persone solo perche quel vaccino del cazzo e dell inghilterra e non dell ue,1
26074,2021-04-08 18:46:51,riviera24,coronavirus premier draghi su vaccini vanno fatti ad anziani e soggetti fragili con che coraggio si salta la precedenza presidente duro con i furbetti del vaccino con che coscienza lo fate riviera24 ,1
26123,2021-04-08 16:55:44,raff_napolitano,la protezione del vaccino dura circa sei mesi pero se ti viene una trombosi sei apposto per tutta la vita covid19 vaxzevria astrazenaca nessunacorrelazione,1
28681,2021-04-04 19:50:07,italiacentrale, ci sono fenomeni strani gente che non ha vaccinato i figli di nulla e ora corre a vaccinarsi covid gente che ha fatto tutti i vaccini a se e figli e ora ha deciso no al vaccino covid potrei continuare ,1
28670,2021-04-04 20:20:38,grand_battery, che io sappia i casi di trombosi sono limitati ma cmq  alti di quanto dichiarato da astrazeneca presumo sia quello di sicuro nn ha senso dire che il covid sia semplice influenza per via di casi limitati di morte mentre il vaccino un fake per casi molto limitati di morte ti pare ,1
26233,2021-04-08 14:04:03,silviomagliano, rassegnastampa 1 corriere torino cirio vaccini a casa e difficile ma adesso le famiglie protestano primatorino suore preti e frati senza vaccino anti covid nelle case di riposo dei religiosi ,1
26203,2021-04-08 14:39:17,freemgl1,la francia si prepara all indipendenza sanitaria a quanto pare c e un asse italo tedesco che guarda verso mosca con il vaccino sputnik se e cosi all italia conviene seguire la germania tenendo conto che nella questione vaccini non c e solo il discorso vaccini ,1
